"Course","Course code","Subject","Subject code","Link","Points","Levels"
"Bild - Nivå 1a1","BILD1A10X","Bild","BILD","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=BILD&courseCode=BILD1A10X&version=1&tos=gy&origin=gy2025","50","BILD1A10X,BILD1A20X,BILD2000X,BILD3000X"
"Bild - Nivå 1a2","BILD1A20X","Bild","BILD","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=BILD&courseCode=BILD1A20X&version=1&tos=gy&origin=gy2025","50","BILD1A10X,BILD1A20X,BILD2000X,BILD3000X"
"Bild - Nivå 1b","BILD1B00X","Bild","BILD","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=BILD&courseCode=BILD1B00X&version=1&tos=gy&origin=gy2025","100","BILD1B00X,BILD2000X,BILD3000X"
"Bild - Nivå 2","BILD2000X","Bild","BILD","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=BILD&courseCode=BILD2000X&version=1&tos=gy&origin=gy2025","100","BILD1A10X,BILD1A20X,BILD1B00X,BILD2000X,BILD3000X"
"Bild - Nivå 3","BILD3000X","Bild","BILD","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=BILD&courseCode=BILD3000X&version=1&tos=gy&origin=gy2025","100","BILD1A10X,BILD1A20X,BILD1B00X,BILD2000X,BILD3000X"
"Bild – konstnärlig fördjupning - Nivå 1","BILK1000X","Bild – konstnärlig fördjupning","BILK","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=BILK&courseCode=BILK1000X&version=2&tos=gy&origin=gy2025","100","BILK1000X,BILK2000X,BILK3000X"
"Bild – konstnärlig fördjupning - Nivå 2","BILK2000X","Bild – konstnärlig fördjupning","BILK","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=BILK&courseCode=BILK2000X&version=2&tos=gy&origin=gy2025","100","BILK1000X,BILK2000X,BILK3000X"
"Bild – konstnärlig fördjupning - Nivå 3","BILK3000X","Bild – konstnärlig fördjupning","BILK","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=BILK&courseCode=BILK3000X&version=2&tos=gy&origin=gy2025","100","BILK1000X,BILK2000X,BILK3000X"
"Bild och visualisering - Nivå 1","BILV1000X","Bild och visualisering","BILV","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=BILV&courseCode=BILV1000X&version=1&tos=gy&origin=gy2025","100","BILV1000X,BILV2000X"
"Bild och visualisering - Nivå 2","BILV2000X","Bild och visualisering","BILV","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=BILV&courseCode=BILV2000X&version=1&tos=gy&origin=gy2025","100","BILV1000X,BILV2000X"
"Bildteori - Nivå 1","BILT1000X","Bildteori","BILT","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=BILT&courseCode=BILT1000X&version=1&tos=gy&origin=gy2025","100","BILT1000X"
"BIM - Nivå 1","BIMA100TX","BIM","BIMA","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=BIMA&courseCode=BIMA100TX&version=1&tos=gy&origin=gy2025","100","BIMA100TX"
"Biodling - Nivå 1","BIOD1000X","Biodling","BIOD","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=BIOD&courseCode=BIOD1000X&version=1&tos=gy&origin=gy2025","100","BIOD1000X"
"Biologi - Nivå 1","BIOG1000X","Biologi","BIOG","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=BIOG&courseCode=BIOG1000X&version=1&tos=gy&origin=gy2025","100","BIOG1000X,BIOG2000X"
"Biologi - Nivå 2","BIOG2000X","Biologi","BIOG","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=BIOG&courseCode=BIOG2000X&version=1&tos=gy&origin=gy2025","100","BIOG1000X,BIOG2000X"
"Biologi i vattenmiljöer - Nivå 1","BIOL1000X","Biologi i vattenmiljöer","BIOL","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=BIOL&courseCode=BIOL1000X&version=1&tos=gy&origin=gy2025","100","BIOL1000X,BIOL2000X,BIOL3000X"
"Biologi i vattenmiljöer - Nivå 2","BIOL2000X","Biologi i vattenmiljöer","BIOL","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=BIOL&courseCode=BIOL2000X&version=1&tos=gy&origin=gy2025","100","BIOL1000X,BIOL2000X,BIOL3000X"
"Biologi i vattenmiljöer - Nivå 3","BIOL3000X","Biologi i vattenmiljöer","BIOL","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=BIOL&courseCode=BIOL3000X&version=1&tos=gy&origin=gy2025","100","BIOL1000X,BIOL2000X,BIOL3000X"
"Bioteknik - Nivå 1","BIOE1000X","Bioteknik","BIOE","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=BIOE&courseCode=BIOE1000X&version=1&tos=gy&origin=gy2025","100","BIOE1000X"
"Brandskydd - Nivå 1","BRAN1000X","Brandskydd","BRAN","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=BRAN&courseCode=BRAN1000X&version=1&tos=gy&origin=gy2025","200","BRAN1000X"
"Bruksspel och ackompanjemang - Nivå 1","BRUK1000X","Bruksspel och ackompanjemang","BRUK","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=BRUK&courseCode=BRUK1000X&version=1&tos=gy&origin=gy2025","100","BRUK1000X"
"Brödbaserade caféluncher - Nivå 1","BROD1000X","Brödbaserade caféluncher","BROD","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=BROD&courseCode=BROD1000X&version=1&tos=gy&origin=gy2025","100","BROD1000X"
"Bussteknik - Nivå 1","BUSS1000X","Bussteknik","BUSS","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=BUSS&courseCode=BUSS1000X&version=1&tos=gy&origin=gy2025","100","BUSS1000X"
"Byggnadsplåtslageri - Nivå 1","BYGN1000X","Byggnadsplåtslageri","BYGN","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=BYGN&courseCode=BYGN1000X&version=1&tos=gy&origin=gy2025","200","BYGN1000X,BYGN2000X,BYGN3000X,BYGN4000X"
"Byggnadsplåtslageri - Nivå 2","BYGN2000X","Byggnadsplåtslageri","BYGN","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=BYGN&courseCode=BYGN2000X&version=1&tos=gy&origin=gy2025","200","BYGN1000X,BYGN2000X,BYGN3000X,BYGN4000X"
"Byggnadsplåtslageri - Nivå 3","BYGN3000X","Byggnadsplåtslageri","BYGN","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=BYGN&courseCode=BYGN3000X&version=1&tos=gy&origin=gy2025","200","BYGN1000X,BYGN2000X,BYGN3000X,BYGN4000X"
"Byggnadsplåtslageri - Nivå 4","BYGN4000X","Byggnadsplåtslageri","BYGN","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=BYGN&courseCode=BYGN4000X&version=1&tos=gy&origin=gy2025","100","BYGN1000X,BYGN2000X,BYGN3000X,BYGN4000X"
"Byggnadsunderhåll inom naturbruk - Nivå 1","BYGG1000X","Byggnadsunderhåll inom naturbruk","BYGG","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=BYGG&courseCode=BYGG1000X&version=1&tos=gy&origin=gy2025","100","BYGG1000X"
"Byggnadsverk - Nivå 1","BYGA1000X","Byggnadsverk","BYGA","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=BYGA&courseCode=BYGA1000X&version=1&tos=gy&origin=gy2025","100","BYGA1000X,BYGA2000X"
"Byggnadsverk - Nivå 2","BYGA2000X","Byggnadsverk","BYGA","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=BYGA&courseCode=BYGA2000X&version=1&tos=gy&origin=gy2025","100","BYGA1000X,BYGA2000X"
"Bygg och anläggning - Nivå 1","BYGO1000X","Bygg och anläggning","BYGO","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=BYGO&courseCode=BYGO1000X&version=1&tos=gy&origin=gy2025","200","BYGO1000X,BYGO2000X"
"Bygg och anläggning - Nivå 2","BYGO2000X","Bygg och anläggning","BYGO","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=BYGO&courseCode=BYGO2000X&version=1&tos=gy&origin=gy2025","200","BYGO1000X,BYGO2000X"
"Byggprocessen - Nivå 1","BYGP100TX","Byggprocessen","BYGP","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=BYGP&courseCode=BYGP100TX&version=1&tos=gy&origin=gy2025","100","BYGP100TX"
"Byggproduktionsledning - Nivå 1","BYGR100TX","Byggproduktionsledning","BYGR","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=BYGR&courseCode=BYGR100TX&version=1&tos=gy&origin=gy2025","100","BYGR100TX,BYGR200TX"
"Byggproduktionsledning - Nivå 2","BYGR200TX","Byggproduktionsledning","BYGR","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=BYGR&courseCode=BYGR200TX&version=1&tos=gy&origin=gy2025","100","BYGR100TX,BYGR200TX"
"Cad - Nivå 1","CADA1000X","Cad","CADA","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=CADA&courseCode=CADA1000X&version=1&tos=gy&origin=gy2025","100","CADA1000X,CADA2000X"
"Cad - Nivå 2","CADA2000X","Cad","CADA","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=CADA&courseCode=CADA2000X&version=1&tos=gy&origin=gy2025","100","CADA1000X,CADA2000X"
"Cam - Nivå 1","CAMA1000X","Cam","CAMA","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=CAMA&courseCode=CAMA1000X&version=1&tos=gy&origin=gy2025","100","CAMA1000X,CAMA2000X"
"Cam - Nivå 2","CAMA2000X","Cam","CAMA","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=CAMA&courseCode=CAMA2000X&version=1&tos=gy&origin=gy2025","100","CAMA1000X,CAMA2000X"
"Charkuteri - Nivå 1","CHAK1000X","Charkuteri","CHAK","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=CHAK&courseCode=CHAK1000X&version=1&tos=gy&origin=gy2025","100","CHAK1000X,CHAK2000X,CHAK3000X,CHAK4000X"
"Charkuteri - Nivå 2","CHAK2000X","Charkuteri","CHAK","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=CHAK&courseCode=CHAK2000X&version=1&tos=gy&origin=gy2025","200","CHAK1000X,CHAK2000X,CHAK3000X,CHAK4000X"
"Charkuteri - Nivå 3","CHAK3000X","Charkuteri","CHAK","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=CHAK&courseCode=CHAK3000X&version=1&tos=gy&origin=gy2025","200","CHAK1000X,CHAK2000X,CHAK3000X,CHAK4000X"
"Charkuteri - Nivå 4","CHAK4000X","Charkuteri","CHAK","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=CHAK&courseCode=CHAK4000X&version=1&tos=gy&origin=gy2025","200","CHAK1000X,CHAK2000X,CHAK3000X,CHAK4000X"
"Choklad och konfektyr - Nivå 1","CHOK1000X","Choklad och konfektyr","CHOK","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=CHOK&courseCode=CHOK1000X&version=2&tos=gy&origin=gy2025","100","CHOK1000X"
"Cirkus - Nivå 1","CIRK1000X","Cirkus","CIRK","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=CIRK&courseCode=CIRK1000X&version=1&tos=gy&origin=gy2025","100","CIRK1000X,CIRK2000X,CIRK3000X"
"Cirkus - Nivå 2","CIRK2000X","Cirkus","CIRK","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=CIRK&courseCode=CIRK2000X&version=1&tos=gy&origin=gy2025","100","CIRK1000X,CIRK2000X,CIRK3000X"
"Cirkus - Nivå 3","CIRK3000X","Cirkus","CIRK","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=CIRK&courseCode=CIRK3000X&version=1&tos=gy&origin=gy2025","100","CIRK1000X,CIRK2000X,CIRK3000X"
"Cykelteknik - Nivå 1","CYKE1000X","Cykelteknik","CYKE","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=CYKE&courseCode=CYKE1000X&version=1&tos=gy&origin=gy2025","200","CYKE1000X"
"Dansgestaltning - Nivå 1","DANG1000X","Dansgestaltning","DANG","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=DANG&courseCode=DANG1000X&version=1&tos=gy&origin=gy2025","100","DANG1000X,DANG2000X,DANG3000X"
"Dansgestaltning - Nivå 2","DANG2000X","Dansgestaltning","DANG","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=DANG&courseCode=DANG2000X&version=1&tos=gy&origin=gy2025","100","DANG1000X,DANG2000X,DANG3000X"
"Dansgestaltning - Nivå 3","DANG3000X","Dansgestaltning","DANG","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=DANG&courseCode=DANG3000X&version=1&tos=gy&origin=gy2025","100","DANG1000X,DANG2000X,DANG3000X"
